CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,62
2021,CA-517,Napa County CoC,18-24,53
2021,CA-517,Napa County CoC,25-34,112
2021,CA-517,Napa County CoC,35-44,144
2021,CA-517,Napa County CoC,45-54,161
2021,CA-517,Napa County CoC,55-64,146
2021,CA-517,Napa County CoC,65+,62
2021,CA-517,Napa County CoC,Under 18,84
2021,CA-517,Napa County CoC,Unknown,*
2021,CA-518,Solano County CoC,18-24,88
2021,CA-518,Solano County CoC,25-34,296
2021,CA-518,Solano County CoC,35-44,258
2021,CA-518,Solano County CoC,45-54,246
2021,CA-518,Solano County CoC,55-64,327
2021,CA-518,Solano County CoC,65+,175
2021,CA-518,Solano County CoC,Under 18,206
2021,CA-518,Solano County CoC,Unknown,*
2021,CA-519,Butte County CoC,18-24,161
2021,CA-519,Butte County CoC,25-34,345
2021,CA-519,Butte County CoC,35-44,372
2021,CA-519,Butte County CoC,45-54,335
2021,CA-519,Butte County CoC,55-64,328
2021,CA-519,Butte County CoC,65+,181
2021,CA-519,Butte County CoC,Under 18,351
2021,CA-519,Butte County CoC,Unknown,35
2021,CA-520,Merced County CoC,18-24,187
2021,CA-520,Merced County CoC,25-34,442
2021,CA-520,Merced County CoC,35-44,439
2021,CA-520,Merced County CoC,45-54,344
2021,CA-520,Merced County CoC,55-64,329
2021,CA-520,Merced County CoC,65+,113
2021,CA-520,Merced County CoC,Under 18,519
2021,CA-520,Merced County CoC,Unknown,32
2021,CA-521,Yolo County CoC,18-24,94
2021,CA-521,Yolo County CoC,25-34,227
2021,CA-521,Yolo County CoC,35-44,241
2021,CA-521,Yolo County CoC,45-54,204
2021,CA-521,Yolo County CoC,55-64,220
2021,CA-521,Yolo County CoC,65+,110
2021,CA-521,Yolo County CoC,Under 18,399
2021,CA-521,Yolo County CoC,Unknown,18
2021,CA-522,Humboldt County CoC,18-24,137
2021,CA-522,Humboldt County CoC,25-34,203
2021,CA-522,Humboldt County CoC,35-44,395
2021,CA-522,Humboldt County CoC,45-54,292
2021,CA-522,Humboldt County CoC,55-64,274
2021,CA-522,Humboldt County CoC,65+,130
2021,CA-522,Humboldt County CoC,Under 18,199
2021,CA-522,Humboldt County CoC,Unknown,44
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,72
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,117
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,99
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,80
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,64
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,34
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,210
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,15
2021,CA-524,"Yuba, Sutter Counties CoC",18-24,155
2021,CA-524,"Yuba, Sutter Counties CoC",25-34,344
2021,CA-524,"Yuba, Sutter Counties CoC",35-44,290
2021,CA-524,"Yuba, Sutter Counties CoC",45-54,249
2021,CA-524,"Yuba, Sutter Counties CoC",55-64,285
2021,CA-524,"Yuba, Sutter Counties CoC",65+,140
2021,CA-524,"Yuba, Sutter Counties CoC",Under 18,692
2021,CA-524,"Yuba, Sutter Counties CoC",Unknown,43
2021,CA-525,El Dorado County CoC,18-24,27
2021,CA-525,El Dorado County CoC,25-34,19
2021,CA-525,El Dorado County CoC,35-44,39
2021,CA-525,El Dorado County CoC,45-54,39
2021,CA-525,El Dorado County CoC,55-64,70
2021,CA-525,El Dorado County CoC,65+,47
2021,CA-525,El Dorado County CoC,Under 18,117
2021,CA-525,El Dorado County CoC,Unknown,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,25
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,66
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,50
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,50
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,54
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,21
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,96
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2021,CA-527,Tehama County CoC,18-24,22
2021,CA-527,Tehama County CoC,25-34,39
2021,CA-527,Tehama County CoC,35-44,50
2021,CA-527,Tehama County CoC,45-54,28
2021,CA-527,Tehama County CoC,55-64,33
2021,CA-527,Tehama County CoC,65+,18
2021,CA-527,Tehama County CoC,Under 18,74
2021,CA-527,Tehama County CoC,Unknown,23
2021,CA-529,Lake County CoC,18-24,24
2021,CA-529,Lake County CoC,25-34,87
2021,CA-529,Lake County CoC,35-44,67
2021,CA-529,Lake County CoC,45-54,51
2021,CA-529,Lake County CoC,55-64,65
2021,CA-529,Lake County CoC,65+,34
2021,CA-529,Lake County CoC,Under 18,67
2021,CA-529,Lake County CoC,Unknown,*
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,19
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,39
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,35
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,27
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,34
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,15
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,58
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2021,CA-531,Nevada County CoC,18-24,53
2021,CA-531,Nevada County CoC,25-34,123
2021,CA-531,Nevada County CoC,35-44,130
2021,CA-531,Nevada County CoC,45-54,121
2021,CA-531,Nevada County CoC,55-64,148
2021,CA-531,Nevada County CoC,65+,66
2021,CA-531,Nevada County CoC,Under 18,64
2021,CA-531,Nevada County CoC,Unknown,43
2021,CA-600,Los Angeles County CoC,18-24,4950
2021,CA-600,Los Angeles County CoC,25-34,9279
2021,CA-600,Los Angeles County CoC,35-44,8407
2021,CA-600,Los Angeles County CoC,45-54,7746
2021,CA-600,Los Angeles County CoC,55-64,8095
2021,CA-600,Los Angeles County CoC,65+,3313
2021,CA-600,Los Angeles County CoC,Under 18,13511
2021,CA-600,Los Angeles County CoC,Unknown,874
2021,CA-601,San Diego County CoC,18-24,1864
2021,CA-601,San Diego County CoC,25-34,3892
2021,CA-601,San Diego County CoC,35-44,3683
2021,CA-601,San Diego County CoC,45-54,3667
2021,CA-601,San Diego County CoC,55-64,3758
2021,CA-601,San Diego County CoC,65+,1457
2021,CA-601,San Diego County CoC,Under 18,4241
2021,CA-601,San Diego County CoC,Unknown,593
2021,CA-602,Orange County CoC,18-24,816
2021,CA-602,Orange County CoC,25-34,2229
2021,CA-602,Orange County CoC,35-44,2169
2021,CA-602,Orange County CoC,45-54,2066
2021,CA-602,Orange County CoC,55-64,2089
2021,CA-602,Orange County CoC,65+,878
2021,CA-602,Orange County CoC,Under 18,3397
2021,CA-602,Orange County CoC,Unknown,3343
2021,CA-603,Santa Barbara County CoC,18-24,231
2021,CA-603,Santa Barbara County CoC,25-34,546
2021,CA-603,Santa Barbara County CoC,35-44,626
2021,CA-603,Santa Barbara County CoC,45-54,544
2021,CA-603,Santa Barbara County CoC,55-64,609
2021,CA-603,Santa Barbara County CoC,65+,252
2021,CA-603,Santa Barbara County CoC,Under 18,553
2021,CA-603,Santa Barbara County CoC,Unknown,38
2021,CA-604,Kern County CoC,18-24,593
2021,CA-604,Kern County CoC,25-34,1310
2021,CA-604,Kern County CoC,35-44,1291
2021,CA-604,Kern County CoC,45-54,1089
2021,CA-604,Kern County CoC,55-64,912
2021,CA-604,Kern County CoC,65+,288
2021,CA-604,Kern County CoC,Under 18,2307
2021,CA-604,Kern County CoC,Unknown,141
2021,CA-606,Long Beach CoC (Los Angeles County),18-24,152
2021,CA-606,Long Beach CoC (Los Angeles County),25-34,396
2021,CA-606,Long Beach CoC (Los Angeles County),35-44,438
2021,CA-606,Long Beach CoC (Los Angeles County),45-54,485
2021,CA-606,Long Beach CoC (Los Angeles County),55-64,682
2021,CA-606,Long Beach CoC (Los Angeles County),65+,372
2021,CA-606,Long Beach CoC (Los Angeles County),Under 18,578
2021,CA-606,Long Beach CoC (Los Angeles County),Unknown,87
2021,CA-607,Pasadena CoC (Los Angeles County),18-24,78
2021,CA-607,Pasadena CoC (Los Angeles County),25-34,91
2021,CA-607,Pasadena CoC (Los Angeles County),35-44,89
2021,CA-607,Pasadena CoC (Los Angeles County),45-54,111
2021,CA-607,Pasadena CoC (Los Angeles County),55-64,131
2021,CA-607,Pasadena CoC (Los Angeles County),65+,51
2021,CA-607,Pasadena CoC (Los Angeles County),Under 18,152
2021,CA-607,Pasadena CoC (Los Angeles County),Unknown,29
2021,CA-608,Riverside County CoC,18-24,608
2021,CA-608,Riverside County CoC,25-34,1437
2021,CA-608,Riverside County CoC,35-44,1322
2021,CA-608,Riverside County CoC,45-54,1109
2021,CA-608,Riverside County CoC,55-64,1073
2021,CA-608,Riverside County CoC,65+,513
2021,CA-608,Riverside County CoC,Under 18,2385
2021,CA-608,Riverside County CoC,Unknown,111
2021,CA-609,San Bernardino County CoC,18-24,686
2021,CA-609,San Bernardino County CoC,25-34,1385
2021,CA-609,San Bernardino County CoC,35-44,1197
2021,CA-609,San Bernardino County CoC,45-54,903
2021,CA-609,San Bernardino County CoC,55-64,965
2021,CA-609,San Bernardino County CoC,65+,398
2021,CA-609,San Bernardino County CoC,Under 18,3187
2021,CA-609,San Bernardino County CoC,Unknown,150
2021,CA-611,Ventura County CoC,18-24,99
2021,CA-611,Ventura County CoC,25-34,292
2021,CA-611,Ventura County CoC,35-44,390
2021,CA-611,Ventura County CoC,45-54,455
2021,CA-611,Ventura County CoC,55-64,550
2021,CA-611,Ventura County CoC,65+,286
2021,CA-611,Ventura County CoC,Under 18,273
2021,CA-611,Ventura County CoC,Unknown,21
2021,CA-612,Glendale CoC (Los Angeles County),18-24,34
2021,CA-612,Glendale CoC (Los Angeles County),25-34,82
2021,CA-612,Glendale CoC (Los Angeles County),35-44,72
2021,CA-612,Glendale CoC (Los Angeles County),45-54,68
2021,CA-612,Glendale CoC (Los Angeles County),55-64,96
2021,CA-612,Glendale CoC (Los Angeles County),65+,46
2021,CA-612,Glendale CoC (Los Angeles County),Under 18,132
2021,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2021,CA-613,Imperial County CoC,18-24,135
2021,CA-613,Imperial County CoC,25-34,260
2021,CA-613,Imperial County CoC,35-44,192
2021,CA-613,Imperial County CoC,45-54,127
2021,CA-613,Imperial County CoC,55-64,139
2021,CA-613,Imperial County CoC,65+,90
2021,CA-613,Imperial County CoC,Under 18,679
2021,CA-613,Imperial County CoC,Unknown,66
2021,CA-614,San Luis Obispo County CoC,18-24,172
2021,CA-614,San Luis Obispo County CoC,25-34,389
2021,CA-614,San Luis Obispo County CoC,35-44,413
2021,CA-614,San Luis Obispo County CoC,45-54,307
2021,CA-614,San Luis Obispo County CoC,55-64,298
2021,CA-614,San Luis Obispo County CoC,65+,152
2021,CA-614,San Luis Obispo County CoC,Under 18,611
2021,CA-614,San Luis Obispo County CoC,Unknown,35
2022,All,California,18-24,22773
2022,All,California,25-34,47459
2022,All,California,35-44,47802
2022,All,California,45-54,40188
2022,All,California,55-64,39323
2022,All,California,65+,17102
2022,All,California,Under 18,66610
2022,All,California,Unknown,8503
2022,CA-500,Santa Clara County CoC,18-24,1239
2022,CA-500,Santa Clara County CoC,25-34,2724
2022,CA-500,Santa Clara County CoC,35-44,2875
2022,CA-500,Santa Clara County CoC,45-54,2422
2022,CA-500,Santa Clara County CoC,55-64,2435
2022,CA-500,Santa Clara County CoC,65+,1003
2022,CA-500,Santa Clara County CoC,Under 18,4272
2022,CA-500,Santa Clara County CoC,Unknown,327
2022,CA-501,San Francisco CoC,18-24,1528
2022,CA-501,San Francisco CoC,25-34,3578
2022,CA-501,San Francisco CoC,35-44,3577
2022,CA-501,San Francisco CoC,45-54,2700
2022,CA-501,San Francisco CoC,55-64,2180
2022,CA-501,San Francisco CoC,65+,957
2022,CA-501,San Francisco CoC,Under 18,3936
2022,CA-501,San Francisco CoC,Unknown,303
2022,CA-502,Alameda County CoC,18-24,881
2022,CA-502,Alameda County CoC,25-34,2032
2022,CA-502,Alameda County CoC,35-44,2058
2022,CA-502,Alameda County CoC,45-54,2024
2022,CA-502,Alameda County CoC,55-64,2104
2022,CA-502,Alameda County CoC,65+,942
2022,CA-502,Alameda County CoC,Under 18,2052
2022,CA-502,Alameda County CoC,Unknown,120
2022,CA-503,Sacramento County CoC,18-24,1166
2022,CA-503,Sacramento County CoC,25-34,1586
2022,CA-503,Sacramento County CoC,35-44,1761
2022,CA-503,Sacramento County CoC,45-54,1582
2022,CA-503,Sacramento County CoC,55-64,1582
2022,CA-503,Sacramento County CoC,65+,629
2022,CA-503,Sacramento County CoC,Under 18,3473
2022,CA-503,Sacramento County CoC,Unknown,167
2022,CA-504,Sonoma County CoC,18-24,280
2022,CA-504,Sonoma County CoC,25-34,478
2022,CA-504,Sonoma County CoC,35-44,570
2022,CA-504,Sonoma County CoC,45-54,575
2022,CA-504,Sonoma County CoC,55-64,602
2022,CA-504,Sonoma County CoC,65+,334
2022,CA-504,Sonoma County CoC,Under 18,658
2022,CA-504,Sonoma County CoC,Unknown,45
2022,CA-505,Contra Costa County CoC,18-24,780
2022,CA-505,Contra Costa County CoC,25-34,1584
2022,CA-505,Contra Costa County CoC,35-44,1633
2022,CA-505,Contra Costa County CoC,45-54,1493
2022,CA-505,Contra Costa County CoC,55-64,1521
2022,CA-505,Contra Costa County CoC,65+,657
2022,CA-505,Contra Costa County CoC,Under 18,1748
2022,CA-505,Contra Costa County CoC,Unknown,83
2022,CA-506,"Monterey, San Benito Counties CoC",18-24,224
2022,CA-506,"Monterey, San Benito Counties CoC",25-34,406
2022,CA-506,"Monterey, San Benito Counties CoC",35-44,436
2022,CA-506,"Monterey, San Benito Counties CoC",45-54,336
2022,CA-506,"Monterey, San Benito Counties CoC",55-64,364
2022,CA-506,"Monterey, San Benito Counties CoC",65+,203
2022,CA-506,"Monterey, San Benito Counties CoC",Under 18,656
2022,CA-506,"Monterey, San Benito Counties CoC",Unknown,31
2022,CA-507,Marin County CoC,18-24,107
2022,CA-507,Marin County CoC,25-34,267
2022,CA-507,Marin County CoC,35-44,282
2022,CA-507,Marin County CoC,45-54,267
2022,CA-507,Marin County CoC,55-64,294
2022,CA-507,Marin County CoC,65+,170
2022,CA-507,Marin County CoC,Under 18,386
2022,CA-507,Marin County CoC,Unknown,43
2022,CA-508,Santa Cruz County CoC,18-24,125
2022,CA-508,Santa Cruz County CoC,25-34,208
2022,CA-508,Santa Cruz County CoC,35-44,257
2022,CA-508,Santa Cruz County CoC,45-54,230
2022,CA-508,Santa Cruz County CoC,55-64,244
2022,CA-508,Santa Cruz County CoC,65+,195
2022,CA-508,Santa Cruz County CoC,Under 18,529
2022,CA-508,Santa Cruz County CoC,Unknown,50
2022,CA-509,Mendocino County CoC,18-24,96
2022,CA-509,Mendocino County CoC,25-34,268
2022,CA-509,Mendocino County CoC,35-44,334
2022,CA-509,Mendocino County CoC,45-54,276
2022,CA-509,Mendocino County CoC,55-64,212
2022,CA-509,Mendocino County CoC,65+,119
2022,CA-509,Mendocino County CoC,Under 18,319
2022,CA-509,Mendocino County CoC,Unknown,23
2022,CA-510,Stanislaus County CoC,18-24,537
2022,CA-510,Stanislaus County CoC,25-34,1144
2022,CA-510,Stanislaus County CoC,35-44,1212
2022,CA-510,Stanislaus County CoC,45-54,918
2022,CA-510,Stanislaus County CoC,55-64,867
2022,CA-510,Stanislaus County CoC,65+,307
2022,CA-510,Stanislaus County CoC,Under 18,1452
2022,CA-510,Stanislaus County CoC,Unknown,87
2022,CA-511,San Joaquin County CoC,18-24,780
2022,CA-511,San Joaquin County CoC,25-34,1612
2022,CA-511,San Joaquin County CoC,35-44,1466
2022,CA-511,San Joaquin County CoC,45-54,988
2022,CA-511,San Joaquin County CoC,55-64,912
2022,CA-511,San Joaquin County CoC,65+,391
2022,CA-511,San Joaquin County CoC,Under 18,3505
2022,CA-511,San Joaquin County CoC,Unknown,194
2022,CA-512,San Mateo County CoC,18-24,304
2022,CA-512,San Mateo County CoC,25-34,817
2022,CA-512,San Mateo County CoC,35-44,794
2022,CA-512,San Mateo County CoC,45-54,837
2022,CA-512,San Mateo County CoC,55-64,882
2022,CA-512,San Mateo County CoC,65+,412
2022,CA-512,San Mateo County CoC,Under 18,1090
2022,CA-512,San Mateo County CoC,Unknown,83
2022,CA-513,"Kings, Tulare Counties CoC",18-24,343
2022,CA-513,"Kings, Tulare Counties CoC",25-34,678
2022,CA-513,"Kings, Tulare Counties CoC",35-44,739
2022,CA-513,"Kings, Tulare Counties CoC",45-54,547
2022,CA-513,"Kings, Tulare Counties CoC",55-64,425
2022,CA-513,"Kings, Tulare Counties CoC",65+,135
2022,CA-513,"Kings, Tulare Counties CoC",Under 18,1300
2022,CA-513,"Kings, Tulare Counties CoC",Unknown,55
2022,CA-514,"Fresno, Madera Counties CoC",18-24,477
2022,CA-514,"Fresno, Madera Counties CoC",25-34,1469
2022,CA-514,"Fresno, Madera Counties CoC",35-44,1905
2022,CA-514,"Fresno, Madera Counties CoC",45-54,1686
2022,CA-514,"Fresno, Madera Counties CoC",55-64,1349
2022,CA-514,"Fresno, Madera Counties CoC",65+,428
2022,CA-514,"Fresno, Madera Counties CoC",Under 18,890
2022,CA-514,"Fresno, Madera Counties CoC",Unknown,95
2022,CA-515,Placer County CoC,18-24,174
2022,CA-515,Placer County CoC,25-34,475
2022,CA-515,Placer County CoC,35-44,497
2022,CA-515,Placer County CoC,45-54,383
2022,CA-515,Placer County CoC,55-64,354
2022,CA-515,Placer County CoC,65+,142
2022,CA-515,Placer County CoC,Under 18,475
2022,CA-515,Placer County CoC,Unknown,38
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,144
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,356
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,385
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,277
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,321
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,180
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,476
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,54
2022,CA-517,Napa County CoC,18-24,60
2022,CA-517,Napa County CoC,25-34,151
2022,CA-517,Napa County CoC,35-44,192
2022,CA-517,Napa County CoC,45-54,157
2022,CA-517,Napa County CoC,55-64,144
2022,CA-517,Napa County CoC,65+,65
2022,CA-517,Napa County CoC,Under 18,178
2022,CA-517,Napa County CoC,Unknown,12
2022,CA-518,Solano County CoC,18-24,86
2022,CA-518,Solano County CoC,25-34,224
2022,CA-518,Solano County CoC,35-44,229
2022,CA-518,Solano County CoC,45-54,177
2022,CA-518,Solano County CoC,55-64,282
2022,CA-518,Solano County CoC,65+,132
2022,CA-518,Solano County CoC,Under 18,176
2022,CA-518,Solano County CoC,Unknown,*
2022,CA-519,Butte County CoC,18-24,192
2022,CA-519,Butte County CoC,25-34,464
2022,CA-519,Butte County CoC,35-44,543
2022,CA-519,Butte County CoC,45-54,463
2022,CA-519,Butte County CoC,55-64,439
2022,CA-519,Butte County CoC,65+,234
2022,CA-519,Butte County CoC,Under 18,379
2022,CA-519,Butte County CoC,Unknown,86
2022,CA-520,Merced County CoC,18-24,232
2022,CA-520,Merced County CoC,25-34,513
2022,CA-520,Merced County CoC,35-44,539
2022,CA-520,Merced County CoC,45-54,358
2022,CA-520,Merced County CoC,55-64,315
2022,CA-520,Merced County CoC,65+,120
2022,CA-520,Merced County CoC,Under 18,930
2022,CA-520,Merced County CoC,Unknown,62
2022,CA-521,Yolo County CoC,18-24,92
2022,CA-521,Yolo County CoC,25-34,235
2022,CA-521,Yolo County CoC,35-44,255
2022,CA-521,Yolo County CoC,45-54,177
2022,CA-521,Yolo County CoC,55-64,208
2022,CA-521,Yolo County CoC,65+,85
2022,CA-521,Yolo County CoC,Under 18,459
2022,CA-521,Yolo County CoC,Unknown,20
2022,CA-522,Humboldt County CoC,18-24,182
2022,CA-522,Humboldt County CoC,25-34,356
2022,CA-522,Humboldt County CoC,35-44,537
2022,CA-522,Humboldt County CoC,45-54,433
2022,CA-522,Humboldt County CoC,55-64,408
2022,CA-522,Humboldt County CoC,65+,167
2022,CA-522,Humboldt County CoC,Under 18,318
2022,CA-522,Humboldt County CoC,Unknown,64
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,55
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,100
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,108
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,85
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,61
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,20
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,192
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,18
2022,CA-524,"Yuba, Sutter Counties CoC",18-24,156
2022,CA-524,"Yuba, Sutter Counties CoC",25-34,407
2022,CA-524,"Yuba, Sutter Counties CoC",35-44,449
2022,CA-524,"Yuba, Sutter Counties CoC",45-54,302
2022,CA-524,"Yuba, Sutter Counties CoC",55-64,315
2022,CA-524,"Yuba, Sutter Counties CoC",65+,130
2022,CA-524,"Yuba, Sutter Counties CoC",Under 18,876
2022,CA-524,"Yuba, Sutter Counties CoC",Unknown,48
2022,CA-525,El Dorado County CoC,18-24,45
2022,CA-525,El Dorado County CoC,25-34,41
2022,CA-525,El Dorado County CoC,35-44,51
2022,CA-525,El Dorado County CoC,45-54,41
2022,CA-525,El Dorado County CoC,55-64,62
2022,CA-525,El Dorado County CoC,65+,38
2022,CA-525,El Dorado County CoC,Under 18,152
2022,CA-525,El Dorado County CoC,Unknown,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,56
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,118
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,140
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,90
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,105
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,57
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,220
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2022,CA-527,Tehama County CoC,18-24,44
2022,CA-527,Tehama County CoC,25-34,96
2022,CA-527,Tehama County CoC,35-44,103
2022,CA-527,Tehama County CoC,45-54,88
2022,CA-527,Tehama County CoC,55-64,67
2022,CA-527,Tehama County CoC,65+,28
2022,CA-527,Tehama County CoC,Under 18,216
2022,CA-527,Tehama County CoC,Unknown,62
2022,CA-529,Lake County CoC,18-24,25
2022,CA-529,Lake County CoC,25-34,68
2022,CA-529,Lake County CoC,35-44,64
2022,CA-529,Lake County CoC,45-54,45
2022,CA-529,Lake County CoC,55-64,62
2022,CA-529,Lake County CoC,65+,30
2022,CA-529,Lake County CoC,Under 18,41
2022,CA-529,Lake County CoC,Unknown,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,16
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,25
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,36
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,16
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,24
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,19
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,64
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2022,CA-531,Nevada County CoC,18-24,87
2022,CA-531,Nevada County CoC,25-34,177
2022,CA-531,Nevada County CoC,35-44,193
2022,CA-531,Nevada County CoC,45-54,172
2022,CA-531,Nevada County CoC,55-64,184
2022,CA-531,Nevada County CoC,65+,117
2022,CA-531,Nevada County CoC,Under 18,121
2022,CA-531,Nevada County CoC,Unknown,36
2022,CA-600,Los Angeles County CoC,18-24,5455
2022,CA-600,Los Angeles County CoC,25-34,10737
2022,CA-600,Los Angeles County CoC,35-44,9606
2022,CA-600,Los Angeles County CoC,45-54,8196
2022,CA-600,Los Angeles County CoC,55-64,8197
2022,CA-600,Los Angeles County CoC,65+,3492
2022,CA-600,Los Angeles County CoC,Under 18,14164
2022,CA-600,Los Angeles County CoC,Unknown,911
2022,CA-601,San Diego County CoC,18-24,1953
2022,CA-601,San Diego County CoC,25-34,4218
2022,CA-601,San Diego County CoC,35-44,4388
2022,CA-601,San Diego County CoC,45-54,3956
2022,CA-601,San Diego County CoC,55-64,4029
2022,CA-601,San Diego County CoC,65+,1669
2022,CA-601,San Diego County CoC,Under 18,5153
2022,CA-601,San Diego County CoC,Unknown,484
2022,CA-602,Orange County CoC,18-24,1852
2022,CA-602,Orange County CoC,25-34,3451
2022,CA-602,Orange County CoC,35-44,3263
2022,CA-602,Orange County CoC,45-54,2713
2022,CA-602,Orange County CoC,55-64,2549
2022,CA-602,Orange County CoC,65+,1074
2022,CA-602,Orange County CoC,Under 18,4427
2022,CA-602,Orange County CoC,Unknown,4042
2022,CA-603,Santa Barbara County CoC,18-24,275
2022,CA-603,Santa Barbara County CoC,25-34,679
2022,CA-603,Santa Barbara County CoC,35-44,702
2022,CA-603,Santa Barbara County CoC,45-54,609
2022,CA-603,Santa Barbara County CoC,55-64,645
2022,CA-603,Santa Barbara County CoC,65+,317
2022,CA-603,Santa Barbara County CoC,Under 18,712
2022,CA-603,Santa Barbara County CoC,Unknown,62
2022,CA-604,Kern County CoC,18-24,733
2022,CA-604,Kern County CoC,25-34,1559
2022,CA-604,Kern County CoC,35-44,1557
2022,CA-604,Kern County CoC,45-54,1195
2022,CA-604,Kern County CoC,55-64,987
2022,CA-604,Kern County CoC,65+,337
2022,CA-604,Kern County CoC,Under 18,2329
2022,CA-604,Kern County CoC,Unknown,165
2022,CA-606,Long Beach CoC (Los Angeles County),18-24,212
2022,CA-606,Long Beach CoC (Los Angeles County),25-34,600
2022,CA-606,Long Beach CoC (Los Angeles County),35-44,665
2022,CA-606,Long Beach CoC (Los Angeles County),45-54,613
2022,CA-606,Long Beach CoC (Los Angeles County),55-64,816
2022,CA-606,Long Beach CoC (Los Angeles County),65+,449
2022,CA-606,Long Beach CoC (Los Angeles County),Under 18,568
2022,CA-606,Long Beach CoC (Los Angeles County),Unknown,41
2022,CA-607,Pasadena CoC (Los Angeles County),18-24,102
2022,CA-607,Pasadena CoC (Los Angeles County),25-34,174
2022,CA-607,Pasadena CoC (Los Angeles County),35-44,148
